NAME,TYPE,SUBTYPE,CR,SOURCE,LINK
Serissa,Giant,,13,SKT,https://5e.tools/bestiary.html#serissa_skt
Serpopard,Beast,,3,PSA,https://5e.tools/bestiary.html#serpopard_psa
Servitor Thrull,Construct,,1/4,GGR,https://5e.tools/bestiary.html#servitor%20thrull_ggr
Servo,Construct,,0,PSK,https://5e.tools/bestiary.html#servo_psk
Setessan Hoplite,Humanoid,,4,MOT,https://5e.tools/bestiary.html#setessan%20hoplite_mot
Severin,Humanoid,human,11,RoT,https://5e.tools/bestiary.html#severin_rot
Shadow,Undead,,1/2,MM,https://5e.tools/bestiary.html#shadow_mm
Shadow Assassin,Undead,,9,WDMM,https://5e.tools/bestiary.html#shadow%20assassin_wdmm
Shadow Dancer,Humanoid,elf,7,MTF,https://5e.tools/bestiary.html#shadow%20dancer_mtf
Shadow Demon,Fiend,demon,4,MM,https://5e.tools/bestiary.html#shadow%20demon_mm
Shadow Horror,Aberration,,9,GGR,https://5e.tools/bestiary.html#shadow%20horror_ggr
Shadow Mastiff,Monstrosity,,2,VGM,https://5e.tools/bestiary.html#shadow%20mastiff_vgm
Shadow Spirit,Monstrosity,,—,TCE,https://5e.tools/bestiary.html#shadow%20spirit_tce
Shadow Spirit,Monstrosity,,—,UA20SMT,https://5e.tools/bestiary.html#shadow%20spirit_ua20smt
Shadowghast,Undead,,5,EGW,https://5e.tools/bestiary.html#shadowghast_egw
Shago,Humanoid,human,5,ToA,https://5e.tools/bestiary.html#shago_toa
Shaldoor,Giant,,13,SKT,https://5e.tools/bestiary.html#shaldoor_skt
Shalendra Floshin,Humanoid,elf,3,TftYP,https://5e.tools/bestiary.html#shalendra%20floshin_tftyp
Shalvus Martholio,Humanoid,Turami human,0,SKT,https://5e.tools/bestiary.html#shalvus%20martholio_skt
Shambling Mound,Plant,,5,MM,https://5e.tools/bestiary.html#shambling%20mound_mm
Shapechanged Roper,Monstrosity,,5,WDMM,https://5e.tools/bestiary.html#shapechanged%20roper_wdmm
Shard Shunner,Humanoid,"halfling, shapechanger",2,WDH,https://5e.tools/bestiary.html#shard%20shunner_wdh
Sharda,Humanoid,Illuskan human,2,SKT,https://5e.tools/bestiary.html#sharda_skt
Sharkbody Abomination,Aberration,,2,EGW,https://5e.tools/bestiary.html#sharkbody%20abomination_egw
Sharwyn Hucrele,Humanoid,human,1/2,TftYP,https://5e.tools/bestiary.html#sharwyn%20hucrele_tftyp
Shedrak,Humanoid,human,6,OotA,https://5e.tools/bestiary.html#shedrak_oota
Sheep,Beast,,0,SKT,https://5e.tools/bestiary.html#sheep_skt
Shell Shark,Monstrosity,,2,GoS,https://5e.tools/bestiary.html#shell%20shark_gos
Shemshime,Undead,,4,CM,https://5e.tools/bestiary.html#shemshime_cm
Shield Dwarf Guard,Humanoid,dwarf,1/8,SKT,https://5e.tools/bestiary.html#shield%20dwarf%20guard_skt
Shield Dwarf Noble,Humanoid,dwarf,1/8,SKT,https://5e.tools/bestiary.html#shield%20dwarf%20noble_skt
Shield Guardian,Construct,,7,MM,https://5e.tools/bestiary.html#shield%20guardian_mm
Shifter,Humanoid,shifter,1/2,ERLW,https://5e.tools/bestiary.html#shifter_erlw
Shoalar Quanderil,Humanoid,water genasi,4,PotA,https://5e.tools/bestiary.html#shoalar%20quanderil_pota
Shoalar Quanderil,Humanoid,water genasi,4,LR,https://5e.tools/bestiary.html#shoalar%20quanderil_lr
Shockerstomper,Construct,,14,WDMM,https://5e.tools/bestiary.html#shockerstomper_wdmm
Shoosuva,Fiend,demon,8,VGM,https://5e.tools/bestiary.html#shoosuva_vgm
Shrieker,Plant,,0,MM,https://5e.tools/bestiary.html#shrieker_mm
Shunn Shurreth,Humanoid,elf,5,WDMM,https://5e.tools/bestiary.html#shunn%20shurreth_wdmm
Shuushar the Awakened,Humanoid,kuo-toa,1/4,OotA,https://5e.tools/bestiary.html#shuushar%20the%20awakened_oota
Sibriex,Fiend,demon,18,MTF,https://5e.tools/bestiary.html#sibriex_mtf
Sildar Hallwinter,Humanoid,human,1,LMoP,https://5e.tools/bestiary.html#sildar%20hallwinter_lmop
Silver Dragon Wyrmling,Dragon,,2,MM,https://5e.tools/bestiary.html#silver%20dragon%20wyrmling_mm
Simic Merfolk,Humanoid,merfolk,1/8,GGR,https://5e.tools/bestiary.html#simic%20merfolk_ggr
Sing-Along,Humanoid,halfling,0,WDMM,https://5e.tools/bestiary.html#sing-along_wdmm
Sir Baric Nylef,Humanoid,Illuskan human,0,SKT,https://5e.tools/bestiary.html#sir%20baric%20nylef_skt
Sir Braford,Humanoid,human,1/2,TftYP,https://5e.tools/bestiary.html#sir%20braford_tftyp
Sir Godfrey Gwilym,Undead,,6,CoS,https://5e.tools/bestiary.html#sir%20godfrey%20gwilym_cos
Sir Ursas,Humanoid,human,5,IMR,https://5e.tools/bestiary.html#sir%20ursas_imr
Sirac of Suzail,Humanoid,Chondathan human,0,SKT,https://5e.tools/bestiary.html#sirac%20of%20suzail_skt
Sire of Insanity,Fiend,demon,12,GGR,https://5e.tools/bestiary.html#sire%20of%20insanity_ggr
Siren,Fey,,3,TftYP,https://5e.tools/bestiary.html#siren_tftyp
Skaab,Construct,,5,PSI,https://5e.tools/bestiary.html#skaab_psi
Skeemo Weirdbottle,Humanoid,gnome,6,WDH,https://5e.tools/bestiary.html#skeemo%20weirdbottle_wdh
Skeletal Alchemist,Undead,,1/2,GoS,https://5e.tools/bestiary.html#skeletal%20alchemist_gos
Skeletal Giant Owl,Undead,,1/4,IMR,https://5e.tools/bestiary.html#skeletal%20giant%20owl_imr
Skeletal Juggernaut,Undead,,5,GoS,https://5e.tools/bestiary.html#skeletal%20juggernaut_gos
Skeletal Owlbear,Undead,,3,IMR,https://5e.tools/bestiary.html#skeletal%20owlbear_imr
Skeletal Polar Bear,Undead,,2,IMR,https://5e.tools/bestiary.html#skeletal%20polar%20bear_imr
Skeletal Rats,Swarm of tiny undead,,1/4,BGDIA,https://5e.tools/bestiary.html#skeletal%20rats_bgdia
Skeletal Swarm,Swarm of medium undead,,2,GoS,https://5e.tools/bestiary.html#skeletal%20swarm_gos
Skeletal Two-Headed Owlbear,Undead,,3,IMR,https://5e.tools/bestiary.html#skeletal%20two-headed%20owlbear_imr
Skeleton,Undead,,1/4,MM,https://5e.tools/bestiary.html#skeleton_mm
Skeleton Key,Undead,,1/4,ToA,https://5e.tools/bestiary.html#skeleton%20key_toa
Sken Zabriss,Humanoid,goliath,1,EGW,https://5e.tools/bestiary.html#sken%20zabriss_egw
Skittering Horror,Aberration,,15,GGR,https://5e.tools/bestiary.html#skittering%20horror_ggr
Skitterwidget,Construct,,5,CM,https://5e.tools/bestiary.html#skitterwidget_cm
Skr'a S'orsk,Humanoid,lizardfolk,2,EGW,https://5e.tools/bestiary.html#skr'a%20s'orsk_egw
Skriss,Humanoid,troglodyte,1/4,OotA,https://5e.tools/bestiary.html#skriss_oota
Skulk,Humanoid,,1/2,MTF,https://5e.tools/bestiary.html#skulk_mtf
Skull Flier,Construct,,1/2,SLW,https://5e.tools/bestiary.html#skull%20flier_slw
Skull Lasher of Myrkul,Humanoid,human,1,BGDIA,https://5e.tools/bestiary.html#skull%20lasher%20of%20myrkul_bgdia
Skull Lord,Undead,,15,MTF,https://5e.tools/bestiary.html#skull%20lord_mtf
Skum,Aberration,,5,GoS,https://5e.tools/bestiary.html#skum_gos
Sky Leviathan,Beast,,10,PSK,https://5e.tools/bestiary.html#sky%20leviathan_psk
Skyjek Roc,Monstrosity,,2,GGR,https://5e.tools/bestiary.html#skyjek%20roc_ggr
Skyswimmer,Monstrosity,,13,GGR,https://5e.tools/bestiary.html#skyswimmer_ggr
Skyweaver,Humanoid,human,3,PotA,https://5e.tools/bestiary.html#skyweaver_pota
Slaad Tadpole,Aberration,,1/8,MM,https://5e.tools/bestiary.html#slaad%20tadpole_mm
Sladis Vadir,Humanoid,elf,2,OotA,https://5e.tools/bestiary.html#sladis%20vadir_oota
Slarkrethel,Monstrosity,titan,25,SKT,https://5e.tools/bestiary.html#slarkrethel_skt
Sled Dog,Beast,,1/4,RoT,https://5e.tools/bestiary.html#sled%20dog_rot
Slithering Tracker,Ooze,,3,VGM,https://5e.tools/bestiary.html#slithering%20tracker_vgm
Sloopidoop,Humanoid,kuo-toa,6,OotA,https://5e.tools/bestiary.html#sloopidoop_oota
Small Drake,Beast,,1/4,PSA,https://5e.tools/bestiary.html#small%20drake_psa
Smiler the Defiler,Fey,elf,7,BGDIA,https://5e.tools/bestiary.html#smiler%20the%20defiler_bgdia
Smoke Mephit,Elemental,,1/4,MM,https://5e.tools/bestiary.html#smoke%20mephit_mm
Snake Horror,Construct,,4,RoT,https://5e.tools/bestiary.html#snake%20horror_rot
Snarla,Humanoid,"human, shapechanger",5,TftYP,https://5e.tools/bestiary.html#snarla_tftyp
Sneak,Humanoid,,—,HoL,https://5e.tools/bestiary.html#sneak_hol
Snow Golem,Construct,,3,IDRotF,https://5e.tools/bestiary.html#snow%20golem_idrotf
Snow Leopard,Beast,,1,TftYP,https://5e.tools/bestiary.html#snow%20leopard_tftyp
Snow Maiden,Undead,,1,CoS,https://5e.tools/bestiary.html#snow%20maiden_cos
Snowy Owlbear,Monstrosity,,3,IDRotF,https://5e.tools/bestiary.html#snowy%20owlbear_idrotf
Snurrevin,Humanoid,dwarf,2,TftYP,https://5e.tools/bestiary.html#snurrevin_tftyp
Solar,Celestial,,21,MM,https://5e.tools/bestiary.html#solar_mm
Soldier,Humanoid,any race,1/2,GGR,https://5e.tools/bestiary.html#soldier_ggr
Soluun Xibrindas,Humanoid,elf,4,WDH,https://5e.tools/bestiary.html#soluun%20xibrindas_wdh
Soul Monger,Humanoid,elf,11,MTF,https://5e.tools/bestiary.html#soul%20monger_mtf
Soulstinger Demon,Fiend,demon,9,PSA,https://5e.tools/bestiary.html#soulstinger%20demon_psa
Sovereign Basidia,Plant,,2,OotA,https://5e.tools/bestiary.html#sovereign%20basidia_oota
Space Hamster,Beast,,0,WDMM,https://5e.tools/bestiary.html#space%20hamster_wdmm
Spawn of Kyuss,Undead,,5,VGM,https://5e.tools/bestiary.html#spawn%20of%20kyuss_vgm
Spectator,Aberration,,3,MM,https://5e.tools/bestiary.html#spectator_mm
Specter,Undead,,1,MM,https://5e.tools/bestiary.html#specter_mm
Spellcaster,Humanoid,,—,ESK,https://5e.tools/bestiary.html#spellcaster_esk
Spellcaster (Healer),Humanoid,,—,DC,https://5e.tools/bestiary.html#spellcaster%20(healer)_dc
Spellcaster (Healer),Humanoid,,—,SDW,https://5e.tools/bestiary.html#spellcaster%20(healer)_sdw
Spellcaster (Healer),Humanoid,,—,SLW,https://5e.tools/bestiary.html#spellcaster%20(healer)_slw
Spellcaster (Mage),Humanoid,,—,DC,https://5e.tools/bestiary.html#spellcaster%20(mage)_dc
Spellcaster (Mage),Humanoid,,—,SDW,https://5e.tools/bestiary.html#spellcaster%20(mage)_sdw
Spellcaster (Mage),Humanoid,,—,SLW,https://5e.tools/bestiary.html#spellcaster%20(mage)_slw
Spellix Romwod,Humanoid,gnome,1/2,IDRotF,https://5e.tools/bestiary.html#spellix%20romwod_idrotf
Sperm Whale,Beast,,8,IDRotF,https://5e.tools/bestiary.html#sperm%20whale_idrotf
Sphinx of Judgment,Monstrosity,,11,GGR,https://5e.tools/bestiary.html#sphinx%20of%20judgment_ggr
Spider,Beast,,0,MM,https://5e.tools/bestiary.html#spider_mm
Spider King,Beast,,1,OotA,https://5e.tools/bestiary.html#spider%20king_oota
Spider Shark,Monstrosity,,9,Mag,https://5e.tools/bestiary.html#spider%20shark_mag
Spiderbait,Humanoid,goblinoid,1/4,OotA,https://5e.tools/bestiary.html#spiderbait_oota
Spiked Tomb Guardian,Construct,,6,ToA,https://5e.tools/bestiary.html#spiked%20tomb%20guardian_toa
Spined Devil,Fiend,devil,2,MM,https://5e.tools/bestiary.html#spined%20devil_mm
Spirit Naga,Monstrosity,,8,MM,https://5e.tools/bestiary.html#spirit%20naga_mm
Spirit Troll,Giant,,11,MTF,https://5e.tools/bestiary.html#spirit%20troll_mtf
Spitting Mimic,Monstrosity,shapechanger,5,IDRotF,https://5e.tools/bestiary.html#spitting%20mimic_idrotf
Splugoth the Returned,Humanoid,goblinoid,2,AI,https://5e.tools/bestiary.html#splugoth%20the%20returned_ai
Spring Eladrin,Fey,elf,10,MTF,https://5e.tools/bestiary.html#spring%20eladrin_mtf
Sprite,Fey,,1/4,MM,https://5e.tools/bestiary.html#sprite_mm
Spy,Humanoid,any race,1,MM,https://5e.tools/bestiary.html#spy_mm
Squiddly,Humanoid,tiefling,Unknown,WDH,https://5e.tools/bestiary.html#squiddly_wdh
Squire,Humanoid,,—,HoL,https://5e.tools/bestiary.html#squire_hol
Stalagma Steelshadow,Dragon,,16,WDMM,https://5e.tools/bestiary.html#stalagma%20steelshadow_wdmm
Stanimir,Humanoid,human,6,CoS,https://5e.tools/bestiary.html#stanimir_cos
Star Spawn Grue,Aberration,,1/4,MTF,https://5e.tools/bestiary.html#star%20spawn%20grue_mtf
Star Spawn Hulk,Aberration,,10,MTF,https://5e.tools/bestiary.html#star%20spawn%20hulk_mtf
Star Spawn Larva Mage,Aberration,,16,MTF,https://5e.tools/bestiary.html#star%20spawn%20larva%20mage_mtf
Star Spawn Mangler,Aberration,,5,MTF,https://5e.tools/bestiary.html#star%20spawn%20mangler_mtf
Star Spawn Seer,Aberration,,13,MTF,https://5e.tools/bestiary.html#star%20spawn%20seer_mtf
Statue of Talos,Elemental,,10,SLW,https://5e.tools/bestiary.html#statue%20of%20talos_slw
Statue of Vergadain,Construct,,10,WDMM,https://5e.tools/bestiary.html#statue%20of%20vergadain_wdmm
Steam Mephit,Elemental,,1/4,MM,https://5e.tools/bestiary.html#steam%20mephit_mm
Steel Crane,Humanoid,human,8,CM,https://5e.tools/bestiary.html#steel%20crane_cm
Steel Defender,Construct,,—,TCE,https://5e.tools/bestiary.html#steel%20defender_tce
Steel Leaf Kavu,Beast,,4,PSD,https://5e.tools/bestiary.html#steel%20leaf%20kavu_psd
Steel Predator,Construct,,16,MTF,https://5e.tools/bestiary.html#steel%20predator_mtf
Stegosaurus,Beast,,4,VGM,https://5e.tools/bestiary.html#stegosaurus_vgm
Stella Wachter,Humanoid,human,0,CoS,https://5e.tools/bestiary.html#stella%20wachter_cos
Stench Kow,Beast,,1/4,VGM,https://5e.tools/bestiary.html#stench%20kow_vgm
Stirge,Beast,,1/8,MM,https://5e.tools/bestiary.html#stirge_mm
Stolos,Humanoid,any race,6,IMR,https://5e.tools/bestiary.html#stolos_imr
Stomping Foot,Undead,,0,OoW,https://5e.tools/bestiary.html#stomping%20foot_oow
Stone Cursed,Construct,,1,MTF,https://5e.tools/bestiary.html#stone%20cursed_mtf
Stone Defender,Construct,,4,MTF,https://5e.tools/bestiary.html#stone%20defender_mtf
Stone Dragon Statue,Construct,,10,TftYP,https://5e.tools/bestiary.html#stone%20dragon%20statue_tftyp
Stone Giant,Giant,,7,MM,https://5e.tools/bestiary.html#stone%20giant_mm
Stone Giant Dreamwalker,Giant,stone giant,10,VGM,https://5e.tools/bestiary.html#stone%20giant%20dreamwalker_vgm
Stone Giant Statue,Construct,,0,SKT,https://5e.tools/bestiary.html#stone%20giant%20statue_skt
Stone Golem,Construct,,10,MM,https://5e.tools/bestiary.html#stone%20golem_mm
Stone Juggernaut,Construct,,12,ToA,https://5e.tools/bestiary.html#stone%20juggernaut_toa
Stone Warrior,Construct,,4,PotA,https://5e.tools/bestiary.html#stone%20warrior_pota
Stonecloak,Construct,,10,WDMM,https://5e.tools/bestiary.html#stonecloak_wdmm
Stonemelder,Humanoid,human,4,PotA,https://5e.tools/bestiary.html#stonemelder_pota
Stool,Plant,,0,OotA,https://5e.tools/bestiary.html#stool_oota
Storm Giant,Giant,,13,MM,https://5e.tools/bestiary.html#storm%20giant_mm
Storm Giant Quintessent,Giant,storm giant,16,VGM,https://5e.tools/bestiary.html#storm%20giant%20quintessent_vgm
Storm Giant Skeleton,Undead,,16,CM,https://5e.tools/bestiary.html#storm%20giant%20skeleton_cm
Strahd von Zarovich,Undead,shapechanger,15,CoS,https://5e.tools/bestiary.html#strahd%20von%20zarovich_cos
Strahd Zombie,Undead,,1,CoS,https://5e.tools/bestiary.html#strahd%20zombie_cos
Strahd's Animated Armor,Construct,,6,CoS,https://5e.tools/bestiary.html#strahd's%20animated%20armor_cos
Strigoi,Monstrosity,,4,VRGR,https://5e.tools/bestiary.html#strigoi_vrgr
Su-monster,Monstrosity,,1,ToA,https://5e.tools/bestiary.html#su-monster_toa
Succubus,Fiend,shapechanger,4,MM,https://5e.tools/bestiary.html#succubus_mm
Sul Khatesh,Fiend,,28,ERLW,https://5e.tools/bestiary.html#sul%20khatesh_erlw
Summer Eladrin,Fey,elf,10,MTF,https://5e.tools/bestiary.html#summer%20eladrin_mtf
Sunbird,Monstrosity,,13,PSX,https://5e.tools/bestiary.html#sunbird_psx
Sunder Shaman,Giant,,10,GGR,https://5e.tools/bestiary.html#sunder%20shaman_ggr
Sundeth,Giant,,9,WDMM,https://5e.tools/bestiary.html#sundeth_wdmm
Swarm of Animated Books,Swarm of tiny constructs,,1/4,CM,https://5e.tools/bestiary.html#swarm%20of%20animated%20books_cm
Swarm of Bats,Swarm of tiny beasts,,1/4,MM,https://5e.tools/bestiary.html#swarm%20of%20bats_mm
Swarm of Beetles,Swarm of tiny beasts,,1/2,MM,https://5e.tools/bestiary.html#swarm%20of%20beetles_mm
Swarm of Books,Swarm of tiny constructs,,1/4,WDH,https://5e.tools/bestiary.html#swarm%20of%20books_wdh
Swarm of Centipedes,Swarm of tiny beasts,,1/2,MM,https://5e.tools/bestiary.html#swarm%20of%20centipedes_mm
Swarm of Cranium Rats,Swarm of tiny beasts,,5,VGM,https://5e.tools/bestiary.html#swarm%20of%20cranium%20rats_vgm
Swarm of Gremishkas,Swarm of tiny monstrosities,,2,VRGR,https://5e.tools/bestiary.html#swarm%20of%20gremishkas_vrgr
Swarm of Insects,Swarm of tiny beasts,,1/2,MM,https://5e.tools/bestiary.html#swarm%20of%20insects_mm
Swarm of Maggots,Swarm of tiny beasts,,2,VRGR,https://5e.tools/bestiary.html#swarm%20of%20maggots_vrgr
Swarm of Mechanical Spiders,Swarm of tiny constructs,,1/2,WDH,https://5e.tools/bestiary.html#swarm%20of%20mechanical%20spiders_wdh
Swarm of Poisonous Snakes,Swarm of tiny beasts,,2,MM,https://5e.tools/bestiary.html#swarm%20of%20poisonous%20snakes_mm
Swarm of Quippers,Swarm of tiny beasts,,1,MM,https://5e.tools/bestiary.html#swarm%20of%20quippers_mm
Swarm of Rats,Swarm of tiny beasts,,1/4,MM,https://5e.tools/bestiary.html#swarm%20of%20rats_mm
Swarm of Ravens,Swarm of tiny beasts,,1/4,MM,https://5e.tools/bestiary.html#swarm%20of%20ravens_mm
Swarm of Rot Grubs,Swarm of tiny beasts,,1/2,VGM,https://5e.tools/bestiary.html#swarm%20of%20rot%20grubs_vgm
Swarm of Scarabs,Swarm of tiny beasts,,3,VRGR,https://5e.tools/bestiary.html#swarm%20of%20scarabs_vrgr
Swarm of Spiders,Swarm of tiny beasts,,1/2,MM,https://5e.tools/bestiary.html#swarm%20of%20spiders_mm
Swarm of Undead Snakes,Swarm of tiny undead,,2,EGW,https://5e.tools/bestiary.html#swarm%20of%20undead%20snakes_egw
Swarm of Wasps,Swarm of tiny beasts,,1/2,MM,https://5e.tools/bestiary.html#swarm%20of%20wasps_mm
Swarm of Zombie Limbs,Swarm of tiny undead,,1,VRGR,https://5e.tools/bestiary.html#swarm%20of%20zombie%20limbs_vrgr
Swashbuckler,Humanoid,any race,3,VGM,https://5e.tools/bestiary.html#swashbuckler_vgm
Swavain Basilisk,Monstrosity,,7,EGW,https://5e.tools/bestiary.html#swavain%20basilisk_egw
Sword Wraith Commander,Undead,,8,MTF,https://5e.tools/bestiary.html#sword%20wraith%20commander_mtf
Sword Wraith Warrior,Undead,,3,MTF,https://5e.tools/bestiary.html#sword%20wraith%20warrior_mtf
Sylgar,Beast,,0,WDH,https://5e.tools/bestiary.html#sylgar_wdh
Sylvira Savikas,Humanoid,tiefling,12,BGDIA,https://5e.tools/bestiary.html#sylvira%20savikas_bgdia
Syndra Silvane,Humanoid,human,12,ToA,https://5e.tools/bestiary.html#syndra%20silvane_toa
Szoldar Szoldarovich,Humanoid,human,1/2,CoS,https://5e.tools/bestiary.html#szoldar%20szoldarovich_cos
Tabaxi Hunter,Humanoid,tabaxi,1,ToA,https://5e.tools/bestiary.html#tabaxi%20hunter_toa
Tabaxi Minstrel,Humanoid,tabaxi,1/4,ToA,https://5e.tools/bestiary.html#tabaxi%20minstrel_toa
Talis the White,Humanoid,half-elf,5,HotDQ,https://5e.tools/bestiary.html#talis%20the%20white_hotdq
"Talisolvanar ""Tally"" Fellbranch",Humanoid,half-elf,0,WDH,"https://5e.tools/bestiary.html#talisolvanar%20""tally""%20fellbranch_wdh"
Tanarukk,Fiend,"demon, orc",5,VGM,https://5e.tools/bestiary.html#tanarukk_vgm
Tarkanan Assassin,Humanoid,any race,2,ERLW,https://5e.tools/bestiary.html#tarkanan%20assassin_erlw
Tarnhem,Fiend,demon,19,IMR,https://5e.tools/bestiary.html#tarnhem_imr
Tarrasque,Monstrosity,titan,30,MM,https://5e.tools/bestiary.html#tarrasque_mm
Tartha,Giant,,9,SKT,https://5e.tools/bestiary.html#tartha_skt
Tarul Var,Undead,,13,TftYP,https://5e.tools/bestiary.html#tarul%20var_tftyp
Tashlyn Yafeera,Humanoid,human,9,WDH,https://5e.tools/bestiary.html#tashlyn%20yafeera_wdh
Tau,Humanoid,Shou human,2,SKT,https://5e.tools/bestiary.html#tau_skt
Tecuziztecatl,Monstrosity,,4,TftYP,https://5e.tools/bestiary.html#tecuziztecatl_tftyp
Telepathic Pentacle,Monstrosity,,8,IDRotF,https://5e.tools/bestiary.html#telepathic%20pentacle_idrotf
Terenzio Cassalanter,Humanoid,human,Unknown,WDH,https://5e.tools/bestiary.html#terenzio%20cassalanter_wdh
Terracotta Warrior,Construct,,1,ToA,https://5e.tools/bestiary.html#terracotta%20warrior_toa
Thane Kayalithica,Giant,,7,SKT,https://5e.tools/bestiary.html#thane%20kayalithica_skt
Thavius Kreeg,Humanoid,human,1/2,BGDIA,https://5e.tools/bestiary.html#thavius%20kreeg_bgdia
Thayan Apprentice,Humanoid,human,2,TftYP,https://5e.tools/bestiary.html#thayan%20apprentice_tftyp
Thayan Warrior,Humanoid,human,2,TftYP,https://5e.tools/bestiary.html#thayan%20warrior_tftyp
The Abbot,Celestial,,10,CoS,https://5e.tools/bestiary.html#the%20abbot_cos
The Angry,Monstrosity,,13,MTF,https://5e.tools/bestiary.html#the%20angry_mtf
The Hungry,Monstrosity,,11,MTF,https://5e.tools/bestiary.html#the%20hungry_mtf
The Lonely,Monstrosity,,9,MTF,https://5e.tools/bestiary.html#the%20lonely_mtf
The Lord of Blades,Humanoid,warforged,18,ERLW,https://5e.tools/bestiary.html#the%20lord%20of%20blades_erlw
The Lost,Monstrosity,,7,MTF,https://5e.tools/bestiary.html#the%20lost_mtf
The Mad Mage of Mount Baratok,Humanoid,human,12,CoS,https://5e.tools/bestiary.html#the%20mad%20mage%20of%20mount%20baratok_cos
The Pudding King,Humanoid,"gnome, shapechanger",4,OotA,https://5e.tools/bestiary.html#the%20pudding%20king_oota
The Weevil,Humanoid,dwarf,2,SKT,https://5e.tools/bestiary.html#the%20weevil_skt
The Wretched,Monstrosity,,1/4,MTF,https://5e.tools/bestiary.html#the%20wretched_mtf
Themberchaud,Dragon,,17,OotA,https://5e.tools/bestiary.html#themberchaud_oota
Theran Chimera,Monstrosity,,7,MOT,https://5e.tools/bestiary.html#theran%20chimera_mot
Therzt,Humanoid,elf,0,TftYP,https://5e.tools/bestiary.html#therzt_tftyp
Thessalar,Humanoid,human,12,IMR,https://5e.tools/bestiary.html#thessalar_imr
Thessalar's Homunculus,Construct,,0,IMR,https://5e.tools/bestiary.html#thessalar's%20homunculus_imr
Thessalheart Construct,Construct,,0,IMR,https://5e.tools/bestiary.html#thessalheart%20construct_imr
Thessalhydra,Monstrosity,,4,HftT,https://5e.tools/bestiary.html#thessalhydra_hftt
Thessalkraken,Monstrosity,titan,14,IMR,https://5e.tools/bestiary.html#thessalkraken_imr
Tholtz Daggerdark,Humanoid,human,12,SKT,https://5e.tools/bestiary.html#tholtz%20daggerdark_skt
Thomas T. Toad,Construct,,2,RMBRE,https://5e.tools/bestiary.html#thomas%20t.%20toad_rmbre
Thorn Slinger,Plant,,1/2,TftYP,https://5e.tools/bestiary.html#thorn%20slinger_tftyp
"Thornboldt ""Thorn"" Durst",Undead,,3,CoS,"https://5e.tools/bestiary.html#thornboldt%20""thorn""%20durst_cos"
Thorny,Plant,,1,VGM,https://5e.tools/bestiary.html#thorny_vgm
Thorvin Twinbeard,Humanoid,dwarf,0,WDH,https://5e.tools/bestiary.html#thorvin%20twinbeard_wdh
Thought Spy,Humanoid,any race,1,GGR,https://5e.tools/bestiary.html#thought%20spy_ggr
Thousand Teeth,Monstrosity,,6,GoS,https://5e.tools/bestiary.html#thousand%20teeth_gos
Thrakkus,Humanoid,dragonborn,2,WDH,https://5e.tools/bestiary.html#thrakkus_wdh
Three Earrings,Humanoid,tabaxi,2,EGW,https://5e.tools/bestiary.html#three%20earrings_egw
Thri-kreen,Humanoid,thri-kreen,1,MM,https://5e.tools/bestiary.html#thri-kreen_mm
Thug,Humanoid,any race,1/2,MM,https://5e.tools/bestiary.html#thug_mm
Thunderbeast Skeleton,Undead,,3,SKT,https://5e.tools/bestiary.html#thunderbeast%20skeleton_skt
Thurl Merosska,Humanoid,human,3,PotA,https://5e.tools/bestiary.html#thurl%20merosska_pota
Thurstwell Vanthampur,Humanoid,human,1/8,BGDIA,https://5e.tools/bestiary.html#thurstwell%20vanthampur_bgdia
Thwad Underbrew,Humanoid,dwarf,9,WDMM,https://5e.tools/bestiary.html#thwad%20underbrew_wdmm
Tiamat,Fiend,,30,RoT,https://5e.tools/bestiary.html#tiamat_rot
Tiefling Muralist,Humanoid,tiefling,1/8,IMR,https://5e.tools/bestiary.html#tiefling%20muralist_imr
Tiger,Beast,,1,MM,https://5e.tools/bestiary.html#tiger_mm
Tiny Servant,Construct,,—,XGE,https://5e.tools/bestiary.html#tiny%20servant_xge
Tissina Khyret,Humanoid,tiefling,2,WDH,https://5e.tools/bestiary.html#tissina%20khyret_wdh
Titivilus,Fiend,devil,16,MTF,https://5e.tools/bestiary.html#titivilus_mtf
Tlincalli,Monstrosity,,5,VGM,https://5e.tools/bestiary.html#tlincalli_vgm
Tloques-Popolocas,Undead,,5,TftYP,https://5e.tools/bestiary.html#tloques-popolocas_tftyp
Tomb Dwarf,Undead,,3,ToA,https://5e.tools/bestiary.html#tomb%20dwarf_toa
Tomb Guardian,Construct,,5,ToA,https://5e.tools/bestiary.html#tomb%20guardian_toa
Tomb Tapper,Construct,,10,IDRotF,https://5e.tools/bestiary.html#tomb%20tapper_idrotf
Tommy Two-Butts,Humanoid,goblinoid,1,RMBRE,https://5e.tools/bestiary.html#tommy%20two-butts_rmbre
Tooth-N-Claw,Fiend,,3,SLW,https://5e.tools/bestiary.html#tooth-n-claw_slw
Topi,Undead,,1/2,TTP,https://5e.tools/bestiary.html#topi_ttp
Topsy,Humanoid,"human, shapechanger",2,OotA,https://5e.tools/bestiary.html#topsy_oota
Torbit,Humanoid,bullywug,8,WDMM,https://5e.tools/bestiary.html#torbit_wdmm
Torlin Silvershield,Undead,,3,TftYP,https://5e.tools/bestiary.html#torlin%20silvershield_tftyp
Tornscale,Humanoid,lizardfolk,1/2,PotA,https://5e.tools/bestiary.html#tornscale_pota
