NAME,TYPE,WEIGHT,ATTUNEMENT,RARITY,SOURCE,LINK
Spellwrought Tattoo (2nd Level),"Wondrous Item, Tattoo",—,N,Uncommon,UA20SMT,https://5e.tools/items.html#spellwrought%20tattoo%20(2nd%20level)_ua20smt
Spellwrought Tattoo (3rd Level),"Wondrous Item, Tattoo",—,N,Uncommon,TCE,https://5e.tools/items.html#spellwrought%20tattoo%20(3rd%20level)_tce
Spellwrought Tattoo (3rd Level),"Wondrous Item, Tattoo",—,N,Uncommon,UA20SMT,https://5e.tools/items.html#spellwrought%20tattoo%20(3rd%20level)_ua20smt
Spellwrought Tattoo (4th Level),"Wondrous Item, Tattoo",—,N,Rare,TCE,https://5e.tools/items.html#spellwrought%20tattoo%20(4th%20level)_tce
Spellwrought Tattoo (4th Level),"Wondrous Item, Tattoo",—,N,Rare,UA20SMT,https://5e.tools/items.html#spellwrought%20tattoo%20(4th%20level)_ua20smt
Spellwrought Tattoo (5th Level),"Wondrous Item, Tattoo",—,N,Rare,TCE,https://5e.tools/items.html#spellwrought%20tattoo%20(5th%20level)_tce
Spellwrought Tattoo (5th Level),"Wondrous Item, Tattoo",—,N,Rare,UA20SMT,https://5e.tools/items.html#spellwrought%20tattoo%20(5th%20level)_ua20smt
Spellwrought Tattoo (Cantrip),"Wondrous Item, Tattoo",—,N,Common,TCE,https://5e.tools/items.html#spellwrought%20tattoo%20(cantrip)_tce
Spellwrought Tattoo (Cantrip),"Wondrous Item, Tattoo",—,N,Common,UA20SMT,https://5e.tools/items.html#spellwrought%20tattoo%20(cantrip)_ua20smt
Sphere of Annihilation,Wondrous Item,—,N,Legendary,DMG,https://5e.tools/items.html#sphere%20of%20annihilation_dmg
Spider Staff,"Staff, Simple Weapon, Melee Weapon",6 lb.,Y,Rare,LMoP,https://5e.tools/items.html#spider%20staff_lmop
Spies' Murmur,Wondrous Item,—,Y,Uncommon,GGR,https://5e.tools/items.html#spies'%20murmur_ggr
Spiked Armor of Acid Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20acid%20resistance_dmg
Spiked Armor of Cold Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20cold%20resistance_dmg
Spiked Armor of Fire Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20fire%20resistance_dmg
Spiked Armor of Force Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20force%20resistance_dmg
Spiked Armor of Gleaming,Medium Armor,45 lb.,N,Common,XGE,https://5e.tools/items.html#spiked%20armor%20of%20gleaming_xge
Spiked Armor of Lightning Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20lightning%20resistance_dmg
Spiked Armor of Necrotic Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20necrotic%20resistance_dmg
Spiked Armor of Poison Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20poison%20resistance_dmg
Spiked Armor of Psychic Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20psychic%20resistance_dmg
Spiked Armor of Radiant Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20radiant%20resistance_dmg
Spiked Armor of Thunder Resistance,Medium Armor,45 lb.,Y,Rare,DMG,https://5e.tools/items.html#spiked%20armor%20of%20thunder%20resistance_dmg
Splint Armor of Acid Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20acid%20resistance_dmg
Splint Armor of Cold Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20cold%20resistance_dmg
Splint Armor of Fire Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20fire%20resistance_dmg
Splint Armor of Force Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20force%20resistance_dmg
Splint Armor of Gleaming,Heavy Armor,60 lb.,N,Common,XGE,https://5e.tools/items.html#splint%20armor%20of%20gleaming_xge
Splint Armor of Lightning Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20lightning%20resistance_dmg
Splint Armor of Necrotic Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20necrotic%20resistance_dmg
Splint Armor of Poison Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20poison%20resistance_dmg
Splint Armor of Psychic Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20psychic%20resistance_dmg
Splint Armor of Radiant Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20radiant%20resistance_dmg
Splint Armor of Thunder Resistance,Heavy Armor,60 lb.,Y,Rare,DMG,https://5e.tools/items.html#splint%20armor%20of%20thunder%20resistance_dmg
Spyglass of Clairvoyance,Wondrous Item,—,N,Common,AI,https://5e.tools/items.html#spyglass%20of%20clairvoyance_ai
Staff of Adornment,"Staff, Simple Weapon, Melee Weapon",4 lb.,N,Common,XGE,https://5e.tools/items.html#staff%20of%20adornment_xge
Staff of Birdcalls,"Staff, Simple Weapon, Melee Weapon",4 lb.,N,Common,XGE,https://5e.tools/items.html#staff%20of%20birdcalls_xge
Staff of Charming,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#staff%20of%20charming_dmg
Staff of Defense,"Staff, Simple Weapon, Melee Weapon",3 lb.,Y,Rare,LMoP,https://5e.tools/items.html#staff%20of%20defense_lmop
Staff of Dunamancy,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,EGW,https://5e.tools/items.html#staff%20of%20dunamancy_egw
Staff of Fate,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,CM,https://5e.tools/items.html#staff%20of%20fate_cm
Staff of Fire,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#staff%20of%20fire_dmg
Staff of Flowers,"Staff, Simple Weapon, Melee Weapon",4 lb.,N,Common,XGE,https://5e.tools/items.html#staff%20of%20flowers_xge
Staff of Frost,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#staff%20of%20frost_dmg
Staff of Healing,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#staff%20of%20healing_dmg
Staff of Power,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#staff%20of%20power_dmg
Staff of Striking,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#staff%20of%20striking_dmg
Staff of Swarming Insects,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#staff%20of%20swarming%20insects_dmg
Staff of the Adder,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#staff%20of%20the%20adder_dmg
Staff of the Forgotten One,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Artifact,ToA,https://5e.tools/items.html#staff%20of%20the%20forgotten%20one_toa
Staff of the Ivory Claw,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,EGW,https://5e.tools/items.html#staff%20of%20the%20ivory%20claw_egw
Staff of the Magi,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Legendary,DMG,https://5e.tools/items.html#staff%20of%20the%20magi_dmg
Staff of the Python,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#staff%20of%20the%20python_dmg
Staff of the Woodlands,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#staff%20of%20the%20woodlands_dmg
Staff of Thunder and Lightning,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#staff%20of%20thunder%20and%20lightning_dmg
Staff of Withering,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Rare,DMG,https://5e.tools/items.html#staff%20of%20withering_dmg
Stone of Controlling Earth Elementals,Wondrous Item,5 lb.,N,Rare,DMG,https://5e.tools/items.html#stone%20of%20controlling%20earth%20elementals_dmg
Stone of Golorr,Wondrous Item,—,Y,Artifact,WDH,https://5e.tools/items.html#stone%20of%20golorr_wdh
Stone of Good Luck,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#stone%20of%20good%20luck_dmg
Stone of Ill Luck,Wondrous Item,1 lb.,Y,Uncommon,TftYP,https://5e.tools/items.html#stone%20of%20ill%20luck_tftyp
Stonespeaker Crystal,Wondrous Item,—,Y,Rare,OotA,https://5e.tools/items.html#stonespeaker%20crystal_oota
Storm Boomerang,"Simple Weapon, Ranged Weapon",—,N,Uncommon,PotA,https://5e.tools/items.html#storm%20boomerang_pota
Stormgirdle,Wondrous Item,—,Y,Legendary,EGW,https://5e.tools/items.html#stormgirdle_egw
Studded Leather Armor of Acid Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20acid%20resistance_dmg
Studded Leather Armor of Cold Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20cold%20resistance_dmg
Studded Leather Armor of Fire Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20fire%20resistance_dmg
Studded Leather Armor of Force Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20force%20resistance_dmg
Studded Leather Armor of Gleaming,Light Armor,13 lb.,N,Common,XGE,https://5e.tools/items.html#studded%20leather%20armor%20of%20gleaming_xge
Studded Leather Armor of Lightning Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20lightning%20resistance_dmg
Studded Leather Armor of Necrotic Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20necrotic%20resistance_dmg
Studded Leather Armor of Poison Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20poison%20resistance_dmg
Studded Leather Armor of Psychic Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20psychic%20resistance_dmg
Studded Leather Armor of Radiant Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20radiant%20resistance_dmg
Studded Leather Armor of Thunder Resistance,Light Armor,13 lb.,Y,Rare,DMG,https://5e.tools/items.html#studded%20leather%20armor%20of%20thunder%20resistance_dmg
Sun Blade,"Martial Weapon, Melee Weapon",3 lb.,Y,Rare,DMG,https://5e.tools/items.html#sun%20blade_dmg
Sunforger,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,GGR,https://5e.tools/items.html#sunforger_ggr
Sunsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,CoS,https://5e.tools/items.html#sunsword_cos
Sword of Answering,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering_dmg
Sword of Answering (Answerer),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(answerer)_dmg
Sword of Answering (Back Talker),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(back%20talker)_dmg
Sword of Answering (Concluder),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(concluder)_dmg
Sword of Answering (Last Quip),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(last%20quip)_dmg
Sword of Answering (Rebutter),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(rebutter)_dmg
Sword of Answering (Replier),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(replier)_dmg
Sword of Answering (Retorter),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(retorter)_dmg
Sword of Answering (Scather),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(scather)_dmg
Sword of Answering (Squelcher),"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#sword%20of%20answering%20(squelcher)_dmg
Sword of Kas,"Martial Weapon, Melee Weapon",3 lb.,Y,Artifact,DMG,https://5e.tools/items.html#sword%20of%20kas_dmg
Sword of Life Stealing,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#sword%20of%20life%20stealing_dmg
Sword of Sharpness,Generic Variant,—,Y,Very Rare,DMG,https://5e.tools/items.html#sword%20of%20sharpness_dmg
Sword of the Paruns,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,GGR,https://5e.tools/items.html#sword%20of%20the%20paruns_ggr
Sword of Vengeance,Generic Variant,—,Y,Uncommon,DMG,https://5e.tools/items.html#sword%20of%20vengeance_dmg
Sword of Wounding,Generic Variant,—,Y,Rare,DMG,https://5e.tools/items.html#sword%20of%20wounding_dmg
Sword of Zariel,"Martial Weapon, Melee Weapon",3 lb.,Y,Artifact,BGDIA,https://5e.tools/items.html#sword%20of%20zariel_bgdia
Talisman of Pure Good,Wondrous Item,1 lb.,Y,Legendary,DMG,https://5e.tools/items.html#talisman%20of%20pure%20good_dmg
Talisman of the Sphere,Wondrous Item,1 lb.,Y,Legendary,DMG,https://5e.tools/items.html#talisman%20of%20the%20sphere_dmg
Talisman of Ultimate Evil,Wondrous Item,1 lb.,Y,Legendary,DMG,https://5e.tools/items.html#talisman%20of%20ultimate%20evil_dmg
Talking Doll,Wondrous Item,—,Y,Common,XGE,https://5e.tools/items.html#talking%20doll_xge
Tankard of Sobriety,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#tankard%20of%20sobriety_xge
Tearulai,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,WDMM,https://5e.tools/items.html#tearulai_wdmm
Teeth of Dahlver-Nar,Wondrous Item,—,Y,Artifact,TCE,https://5e.tools/items.html#teeth%20of%20dahlver-nar_tce
Tentacle Rod,Rod,2 lb.,Y,Rare,DMG,https://5e.tools/items.html#tentacle%20rod_dmg
The Bloody End,"Martial Weapon, Melee Weapon",4 lb.,Y,Artifact,EGW,https://5e.tools/items.html#the%20bloody%20end_egw
The Infernal Machine of Lum the Mad,Wondrous Item,—,Y,Artifact,IMR,https://5e.tools/items.html#the%20infernal%20machine%20of%20lum%20the%20mad_imr
Thermal Cube,Wondrous Item,—,N,Common,IDRotF,https://5e.tools/items.html#thermal%20cube_idrotf
Thessaltoxin Antidote,Potion,—,N,Uncommon,IMR,https://5e.tools/items.html#thessaltoxin%20antidote_imr
Thunder Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#thunder%20absorbing%20tattoo_tce
Timepiece of Travel,Wondrous Item,—,Y,Very Rare,AI,https://5e.tools/items.html#timepiece%20of%20travel_ai
Tinderstrike,"Simple Weapon, Melee Weapon",1 lb.,Y,Legendary,PotA,https://5e.tools/items.html#tinderstrike_pota
Tome of Clear Thought,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#tome%20of%20clear%20thought_dmg
Tome of Leadership and Influence,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#tome%20of%20leadership%20and%20influence_dmg
Tome of the Stilled Tongue,Wondrous Item,5 lb.,Y,Legendary,DMG,https://5e.tools/items.html#tome%20of%20the%20stilled%20tongue_dmg
Tome of Understanding,Wondrous Item,5 lb.,N,Very Rare,DMG,https://5e.tools/items.html#tome%20of%20understanding_dmg
Travel Alchemical Kit,Wondrous Item,—,N,Uncommon,AI,https://5e.tools/items.html#travel%20alchemical%20kit_ai
Trident Armblade,"Martial Weapon, Melee Weapon",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#trident%20armblade_erlw
Trident of Certain Death,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,EGW,https://5e.tools/items.html#trident%20of%20certain%20death_egw
Trident of Fish Command,"Martial Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#trident%20of%20fish%20command_dmg
Trident of Warning,"Martial Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#trident%20of%20warning_dmg
Two-Birds Sling,"Simple Weapon, Ranged Weapon",—,N,Rare,MOT,https://5e.tools/items.html#two-birds%20sling_mot
Unbreakable Arrow,Ammunition,—,N,Common,XGE,https://5e.tools/items.html#unbreakable%20arrow_xge
Uncommon Glamerweave,Wondrous Item,—,N,Uncommon,ERLW,https://5e.tools/items.html#uncommon%20glamerweave_erlw
Universal Solvent,Wondrous Item,—,N,Legendary,DMG,https://5e.tools/items.html#universal%20solvent_dmg
Vanrak's Mithral Shirt,Medium Armor,20 lb.,N,Uncommon,WDMM,https://5e.tools/items.html#vanrak's%20mithral%20shirt_wdmm
Ventilating Lungs,Wondrous Item,—,Y,Rare,ERLW,https://5e.tools/items.html#ventilating%20lungs_erlw
Verminshroud,Wondrous Item,—,Y,Legendary,EGW,https://5e.tools/items.html#verminshroud_egw
Veteran's Cane,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#veteran's%20cane_xge
Vicious Antimatter Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",10 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20antimatter%20rifle_dmg
Vicious Automatic Pistol,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20automatic%20pistol_dmg
Vicious Automatic Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20automatic%20rifle_dmg
Vicious Battleaxe,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20battleaxe_dmg
Vicious Blowgun,"Martial Weapon, Ranged Weapon",1 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20blowgun_dmg
Vicious Club,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20club_dmg
Vicious Dagger,"Simple Weapon, Melee Weapon",1 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20dagger_dmg
Vicious Dart,"Simple Weapon, Ranged Weapon",¼ lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20dart_dmg
Vicious Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20double-bladed%20scimitar_dmg
Vicious Flail,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20flail_dmg
Vicious Glaive,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20glaive_dmg
Vicious Greataxe,"Martial Weapon, Melee Weapon",7 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20greataxe_dmg
Vicious Greatclub,"Simple Weapon, Melee Weapon",10 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20greatclub_dmg
Vicious Greatsword,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20greatsword_dmg
Vicious Halberd,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20halberd_dmg
Vicious Hand Crossbow,"Martial Weapon, Ranged Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20hand%20crossbow_dmg
Vicious Handaxe,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20handaxe_dmg
Vicious Heavy Crossbow,"Martial Weapon, Ranged Weapon",18 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20heavy%20crossbow_dmg
Vicious Hooked Shortspear,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20hooked%20shortspear_dmg
Vicious Hunting Rifle,"Firearm, Modern, Martial Weapon, Ranged Weapon",8 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20hunting%20rifle_dmg
Vicious Javelin,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20javelin_dmg
Vicious Lance,"Martial Weapon, Melee Weapon",6 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20lance_dmg
Vicious Laser Pistol,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20laser%20pistol_dmg
Vicious Laser Rifle,"Firearm, Futuristic, Martial Weapon, Ranged Weapon",7 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20laser%20rifle_dmg
Vicious Light Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20light%20crossbow_dmg
Vicious Light Hammer,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20light%20hammer_dmg
Vicious Light Repeating Crossbow,"Simple Weapon, Ranged Weapon",5 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20light%20repeating%20crossbow_dmg
Vicious Longbow,"Martial Weapon, Ranged Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20longbow_dmg
Vicious Longsword,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20longsword_dmg
Vicious Mace,"Simple Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20mace_dmg
Vicious Maul,"Martial Weapon, Melee Weapon",10 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20maul_dmg
Vicious Morningstar,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20morningstar_dmg
Vicious Musket,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",10 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20musket_dmg
Vicious Pike,"Martial Weapon, Melee Weapon",18 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20pike_dmg
Vicious Pistol,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20pistol_dmg
Vicious Quarterstaff,"Simple Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20quarterstaff_dmg
Vicious Rapier,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20rapier_dmg
Vicious Revolver,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20revolver_dmg
Vicious Scimitar,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20scimitar_dmg
Vicious Shortbow,"Simple Weapon, Ranged Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20shortbow_dmg
Vicious Shortsword,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20shortsword_dmg
Vicious Shotgun,"Firearm, Modern, Martial Weapon, Ranged Weapon",7 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20shotgun_dmg
Vicious Sickle,"Simple Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20sickle_dmg
Vicious Sling,"Simple Weapon, Ranged Weapon",—,N,Rare,DMG,https://5e.tools/items.html#vicious%20sling_dmg
Vicious Spear,"Simple Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20spear_dmg
Vicious Trident,"Martial Weapon, Melee Weapon",4 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20trident_dmg
Vicious War Pick,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20war%20pick_dmg
Vicious Warhammer,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20warhammer_dmg
Vicious Weapon,Generic Variant,—,N,Rare,DMG,https://5e.tools/items.html#vicious%20weapon_dmg
Vicious Whip,"Martial Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20whip_dmg
Vicious Yklwa,"Simple Weapon, Melee Weapon",3 lb.,N,Rare,DMG,https://5e.tools/items.html#vicious%20yklwa_dmg
Vorpal Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,DMG,https://5e.tools/items.html#vorpal%20double-bladed%20scimitar_dmg
Vorpal Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Legendary,DMG,https://5e.tools/items.html#vorpal%20greatsword_dmg
Vorpal Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#vorpal%20longsword_dmg
Vorpal Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Legendary,DMG,https://5e.tools/items.html#vorpal%20scimitar_dmg
Vorpal Sword,Generic Variant,—,Y,Legendary,DMG,https://5e.tools/items.html#vorpal%20sword_dmg
Voting Kit,Wondrous Item,—,N,Common,AI,https://5e.tools/items.html#voting%20kit_ai
Vox Seeker,Wondrous Item,—,N,Common,EGW,https://5e.tools/items.html#vox%20seeker_egw
Voyager Staff,"Staff, Simple Weapon, Melee Weapon",4 lb.,Y,Very Rare,GGR,https://5e.tools/items.html#voyager%20staff_ggr
Walloping Ammunition,"Ammunition, Generic Variant",—,N,Common,XGE,https://5e.tools/items.html#walloping%20ammunition_xge
Walloping Arrow,Ammunition,0.8 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20arrow_xge
Walloping Blowgun Needle,Ammunition,0.32 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20blowgun%20needle_xge
Walloping Crossbow Bolt,Ammunition,1.2 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20crossbow%20bolt_xge
Walloping Energy Cell,"Futuristic, Ammunition",5 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20energy%20cell_xge
Walloping Modern Bullet,"Modern, Ammunition",1.6 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20modern%20bullet_xge
Walloping Renaissance Bullet,"Renaissance, Ammunition",3.2 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20renaissance%20bullet_xge
Walloping Sling Bullet,Ammunition,1.2 oz.,N,Common,XGE,https://5e.tools/items.html#walloping%20sling%20bullet_xge
Wand of Binding,Wand,1 lb.,Y,Rare,DMG,https://5e.tools/items.html#wand%20of%20binding_dmg
Wand of Conducting,Wand,1 lb.,N,Common,XGE,https://5e.tools/items.html#wand%20of%20conducting_xge
